;file;rule;runtime_profile;runtime_multiprofile;time_gains;time_gains_percent;length_gains;length_gains_percent;num_voters;num_sat;avg_vote_length;avg_vote_length_cat
14;poland_wroclaw_2018_rejon-nr-6-250.pb;greedy_welfare;0.024504661560058594;4.506111145019531e-05;0.0244596004486084;0.9981611208406305;4749;0.998948254101809;4754;5;1.0;1
15;poland_wroclaw_2018_rejon-nr-4-750.pb;greedy_welfare;0.015144824981689453;5.6743621826171875e-05;0.015088081359863281;0.9962532665848053;2468;0.9975747776879548;2474;6;1.0;1
16;poland_warszawa_2018_wawer.pb;greedy_welfare;0.2652440071105957;0.24114370346069336;0.024100303649902344;0.09086087905410634;1996;0.4300797241973713;4641;2645;5.35832794656324;5
17;poland_warszawa_2017_praga-polnoc.pb;greedy_welfare;0.0701758861541748;0.08352875709533691;-0.01335287094116211;-0.19027719738125093;495;0.25025278058645095;1978;1483;7.6976744186046515;8
18;poland_warszawa_2019_obszar-5-powazki.pb;greedy_welfare;0.002491474151611328;0.00025153160095214844;0.0022399425506591797;0.899043062200957;334;0.9175824175824175;364;30;2.980769230769231;3
19;poland_wroclaw_2020_.pb;greedy_welfare;7.610109329223633;0.007068157196044922;7.603041172027588;0.9990712147631174;89343;0.9991500687773291;89419;76;1.0;1
20;poland_wroclaw_2016_rejon-nr-11-750.pb;greedy_welfare;0.01633429527282715;4.553794860839844e-05;0.01628875732421875;0.9972121265198289;3040;0.9983579638752053;3045;5;1.0;1
21;poland_warszawa_2019_ursus-polnocny.pb;greedy_welfare;0.042146921157836914;0.03318452835083008;0.008962392807006836;0.21264644156196788;698;0.4550195567144719;1534;836;5.059973924380704;5
22;poland_wroclaw_2016_rejon-nr-2-250.pb;greedy_welfare;0.06725263595581055;0.0001964569091796875;0.06705617904663086;0.9970788221697545;5508;0.9978260869565218;5520;12;1.0;1
23;poland_poznan_2023_green-budget.pb;greedy_welfare;0.44649410247802734;0.00017142295837402344;0.4463226795196533;0.9996160689303114;40081;0.9997256310485882;40092;11;1.0;1
24;poland_warszawa_2019_grochow-poludniowy.pb;greedy_welfare;0.07339215278625488;0.05214047431945801;0.021251678466796875;0.28956336147666395;1074;0.50997150997151;2106;1032;5.461538461538462;5
25;poland_warszawa_2019_nadwisle.pb;greedy_welfare;0.0017864704132080078;0.0004432201385498047;0.0013432502746582031;0.7519017749899907;163;0.7951219512195122;205;42;3.102439024390244;3
26;poland_lodz_2022_baluty-doly.pb;greedy_welfare;0.10687899589538574;0.051111459732055664;0.05576753616333008;0.5217819993173956;2533;0.6351554663991976;3988;1455;2.749247743229689;3
27;poland_warszawa_2019_bemowo-lotnisko-fort-bema.pb;greedy_welfare;0.0042765140533447266;0.00047016143798828125;0.0038063526153564453;0.8900596532307521;548;0.9042904290429042;606;58;3.5858085808580857;4
28;poland_warszawa_2019_miedzeszyn.pb;greedy_welfare;0.0016734600067138672;0.00012969970703125;0.0015437602996826172;0.922496082062972;277;0.9389830508474576;295;18;2.0;2
29;poland_poznan_2023_5-grunwald-polnoc-grunwald-poludnie-stary-grunwald.pb;greedy_welfare;0.1376020908355713;0.0009031295776367188;0.13669896125793457;0.9934366580322103;19159;0.9949109414758269;19257;98;1.0915511242665006;1
30;poland_warszawa_2021_ochota.pb;greedy_welfare;0.5379981994628906;0.8287017345428467;-0.29070353507995605;-0.5403429516496139;1000;0.1801152737752162;5552;4552;10.438940922190202;10
31;poland_warszawa_2021_wlochy.pb;greedy_welfare;0.15962743759155273;0.22554492950439453;-0.0659174919128418;-0.41294587514151804;561;0.18220201364079247;3079;2518;9.43000974342319;9
32;poland_lodz_2020_rokicie.pb;greedy_welfare;0.022576570510864258;0.004517793655395508;0.01805877685546875;0.799890171395985;1643;0.838265306122449;1960;317;2.378061224489796;2
33;poland_warszawa_2020_targowek.pb;greedy_welfare;0.5067529678344727;0.7113587856292725;-0.2046058177947998;-0.4037584992726335;1148;0.2111070246414123;5438;4290;8.77951452739978;9
34;poland_poznan_2023_10-swierczewo-wilda-zielony-debiec.pb;greedy_welfare;0.0896303653717041;0.001981496810913086;0.08764886856079102;0.9778925724256989;10737;0.9829717110683878;10923;186;1.3486221733955872;1
35;poland_lodz_2022_nr-33.pb;greedy_welfare;0.003679990768432617;0.0002543926239013672;0.00342559814453125;0.9308713961775186;547;0.9447322970639033;579;32;1.309153713298791;1
36;poland_zabrze_2020_osiedle-tadeusza-kotarbinskiego.pb;greedy_welfare;0.0010333061218261719;1.4066696166992188e-05;0.0010192394256591797;0.9863867097369635;452;0.9955947136563876;454;2;1.0;1
