file;rule;profile_type;runtime;num_projects;num_projects_cat;num_voters;num_voters_cat;avg_vote_length;avg_vote_length_cat
poland_warszawa_2017_niskie-okecie.pb;maxwelfare_cost_res;ApprovalProfile;0.011000394821166992;5;0;440;0;2.059090909090909;2
poland_warszawa_2017_niskie-okecie.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.004999637603759766;5;0;20;0;2.3;2
poland_warszawa_2017_niskie-okecie.pb;mes_cost_res;ApprovalProfile;0.009999752044677734;5;0;440;0;2.059090909090909;2
poland_warszawa_2017_niskie-okecie.pb;mes_cost_res;ApprovalMultiProfile;0.0010006427764892578;5;0;17;0;2.235294117647059;2
poland_warszawa_2017_lotnisko-bemowo-lotnisko-fort-bema.pb;mes_cost_res;ApprovalProfile;0.12001967430114746;19;20;1386;1000;5.064213564213564;5
poland_warszawa_2017_lotnisko-bemowo-lotnisko-fort-bema.pb;mes_cost_res;ApprovalMultiProfile;0.0870063304901123;19;20;768;1000;6.57421875;7
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;greed_cost_res;ApprovalProfile;0.035002946853637695;15;20;1105;1000;5.1095022624434385;5
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;greed_cost_res;ApprovalMultiProfile;0.026508092880249023;15;20;590;1000;6.442372881355932;6
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;maxwelfare_cost_res;ApprovalProfile;0.04451179504394531;15;20;1105;1000;5.1095022624434385;5
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.026506423950195312;15;20;467;0;5.6937901498929335;6
poland_warszawa_2017_mlynow.pb;greed_cost_res;ApprovalProfile;0.08300232887268066;24;20;1438;1000;4.588317107093185;5
poland_warszawa_2017_mlynow.pb;greed_cost_res;ApprovalMultiProfile;0.05301523208618164;24;20;675;1000;7.488888888888889;7
poland_warszawa_2017_lotnisko-bemowo-lotnisko-fort-bema.pb;seqphragmen_res;ApprovalProfile;0.07851195335388184;19;20;1386;1000;5.064213564213564;5
poland_warszawa_2017_lotnisko-bemowo-lotnisko-fort-bema.pb;seqphragmen_res;ApprovalMultiProfile;0.20852923393249512;19;20;779;1000;6.684210526315789;7
poland_warszawa_2017_kolo.pb;seqphragmen_res;ApprovalProfile;0.11002492904663086;25;20;1006;1000;5.39065606361829;5
poland_warszawa_2017_kolo.pb;seqphragmen_res;ApprovalMultiProfile;0.2880387306213379;25;20;502;1000;9.147410358565738;9
poland_warszawa_2017_nowe-wlochy.pb;greed_cost_res;ApprovalProfile;0.03300023078918457;17;20;923;1000;4.869989165763814;5
poland_warszawa_2017_nowe-wlochy.pb;greed_cost_res;ApprovalMultiProfile;0.020002365112304688;17;20;425;0;5.235294117647059;5
poland_warszawa_2017_mlynow.pb;maxwelfare_cost_res;ApprovalProfile;0.10651016235351562;24;20;1438;1000;4.588317107093185;5
poland_warszawa_2017_mlynow.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.06750988960266113;24;20;680;1000;7.514705882352941;8
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;seqphragmen_res;ApprovalProfile;0.05551004409790039;15;20;1105;1000;5.1095022624434385;5
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;seqphragmen_res;ApprovalMultiProfile;0.07151007652282715;15;20;472;0;5.762711864406779;6
poland_warszawa_2017_nowe-wlochy.pb;maxwelfare_cost_res;ApprovalProfile;0.03699994087219238;17;20;923;1000;4.869989165763814;5
poland_warszawa_2017_nowe-wlochy.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.025510072708129883;17;20;414;0;5.241545893719807;5
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;mes_cost_res;ApprovalProfile;0.08701825141906738;15;20;1105;1000;5.1095022624434385;5
poland_warszawa_2017_nowa-praga-z-pelcowizna.pb;mes_cost_res;ApprovalMultiProfile;0.04150986671447754;15;20;490;0;5.781632653061225;6
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;greed_cost_res;ApprovalProfile;0.23053455352783203;41;40;2333;2000;7.905700814402057;8
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;greed_cost_res;ApprovalMultiProfile;0.2550394535064697;41;40;1615;2000;10.113931888544892;10
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;maxwelfare_cost_res;ApprovalProfile;0.21753549575805664;41;40;2333;2000;7.905700814402057;8
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.25103759765625;41;40;1623;2000;10.083795440542206;10
poland_warszawa_2017_piaski.pb;greed_cost_res;ApprovalProfile;0.010000228881835938;7;10;577;1000;3.897746967071057;4
poland_warszawa_2017_piaski.pb;greed_cost_res;ApprovalMultiProfile;0.002000093460083008;7;10;77;0;3.3376623376623376;3
poland_warszawa_2017_mlynow.pb;mes_cost_res;ApprovalProfile;0.15601682662963867;24;20;1438;1000;4.588317107093185;5
poland_warszawa_2017_mlynow.pb;mes_cost_res;ApprovalMultiProfile;0.10451388359069824;24;20;689;1000;7.509433962264151;8
poland_warszawa_2017_nowe-wlochy.pb;seqphragmen_res;ApprovalProfile;0.05051016807556152;17;20;923;1000;4.869989165763814;5
poland_warszawa_2017_nowe-wlochy.pb;seqphragmen_res;ApprovalMultiProfile;0.07500338554382324;17;20;421;0;5.201900237529691;5
poland_warszawa_2017_piaski.pb;maxwelfare_cost_res;ApprovalProfile;0.014507532119750977;7;10;577;1000;3.897746967071057;4
poland_warszawa_2017_piaski.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.006003379821777344;7;10;77;0;3.3376623376623376;3
poland_warszawa_2017_plac-wojska-polskiego.pb;greed_cost_res;ApprovalProfile;0.0009999275207519531;4;0;27;0;1.7407407407407407;2
poland_warszawa_2017_plac-wojska-polskiego.pb;greed_cost_res;ApprovalMultiProfile;0.0;4;0;9;0;2.2222222222222223;2
poland_warszawa_2017_nowe-wlochy.pb;mes_cost_res;ApprovalProfile;0.08351016044616699;17;20;923;1000;4.869989165763814;5
poland_warszawa_2017_nowe-wlochy.pb;mes_cost_res;ApprovalMultiProfile;0.0495145320892334;17;20;431;0;5.252900232018561;5
poland_warszawa_2017_plac-wojska-polskiego.pb;seqphragmen_res;ApprovalProfile;0.0;4;0;27;0;1.7407407407407407;2
poland_warszawa_2017_plac-wojska-polskiego.pb;seqphragmen_res;ApprovalMultiProfile;0.0;4;0;10;0;2.3;2
poland_warszawa_2017_plac-wojska-polskiego.pb;mes_cost_res;ApprovalProfile;0.0010004043579101562;4;0;27;0;1.7407407407407407;2
poland_warszawa_2017_plac-wojska-polskiego.pb;mes_cost_res;ApprovalMultiProfile;0.0;4;0;10;0;2.3;2
poland_warszawa_2017_plac-wojska-polskiego.pb;maxwelfare_cost_res;ApprovalProfile;0.0019996166229248047;4;0;27;0;1.7407407407407407;2
poland_warszawa_2017_plac-wojska-polskiego.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.0019996166229248047;4;0;9;0;2.2222222222222223;2
poland_warszawa_2017_piaski.pb;seqphragmen_res;ApprovalProfile;0.010999917984008789;7;10;577;1000;3.897746967071057;4
poland_warszawa_2017_piaski.pb;seqphragmen_res;ApprovalMultiProfile;0.0019996166229248047;7;10;73;0;3.328767123287671;3
poland_warszawa_2017_piaski.pb;mes_cost_res;ApprovalProfile;0.022999048233032227;7;10;577;1000;3.897746967071057;4
poland_warszawa_2017_piaski.pb;mes_cost_res;ApprovalMultiProfile;0.003000020980834961;7;10;74;0;3.3378378378378377;3
poland_warszawa_2017_mlynow.pb;seqphragmen_res;ApprovalProfile;0.14301753044128418;24;20;1438;1000;4.588317107093185;5
poland_warszawa_2017_mlynow.pb;seqphragmen_res;ApprovalMultiProfile;0.2895340919494629;24;20;680;1000;7.510294117647059;8
poland_warszawa_2017_nowolipki-powazki.pb;greed_cost_res;ApprovalProfile;0.19002437591552734;30;30;2850;3000;3.168421052631579;3
poland_warszawa_2017_nowolipki-powazki.pb;greed_cost_res;ApprovalMultiProfile;0.08151078224182129;30;30;816;1000;6.134803921568627;6
poland_warszawa_2017_nowolipki-powazki.pb;maxwelfare_cost_res;ApprovalProfile;0.2170238494873047;30;30;2850;3000;3.168421052631579;3
poland_warszawa_2017_nowolipki-powazki.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.08851075172424316;30;30;827;1000;6.134220072551391;6
poland_warszawa_2017_ochota.pb;maxwelfare_cost_res;ApprovalProfile;0.2285315990447998;28;30;3112;3000;5.417095115681234;5
poland_warszawa_2017_ochota.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.1785118579864502;28;30;1883;2000;6.989909718534254;7
poland_warszawa_2017_ochota.pb;greed_cost_res;ApprovalProfile;0.2080223560333252;28;30;3112;3000;5.417095115681234;5
poland_warszawa_2017_ochota.pb;greed_cost_res;ApprovalMultiProfile;0.17202043533325195;28;30;1901;2000;6.984218832193583;7
poland_warszawa_2017_przyczolek-grochowski.pb;greed_cost_res;ApprovalProfile;0.0019998550415039062;4;0;176;0;1.6704545454545454;2
poland_warszawa_2017_przyczolek-grochowski.pb;greed_cost_res;ApprovalMultiProfile;0.0;4;0;8;0;1.5;2
poland_warszawa_2017_praga-polnoc.pb;maxwelfare_cost_res;ApprovalProfile;0.16002130508422852;33;30;1978;2000;7.6976744186046515;8
poland_warszawa_2017_praga-polnoc.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.17902040481567383;33;30;1478;1000;9.56765899864682;10
poland_warszawa_2017_przyczolek-grochowski.pb;seqphragmen_res;ApprovalProfile;0.0009999275207519531;4;0;176;0;1.6704545454545454;2
poland_warszawa_2017_przyczolek-grochowski.pb;seqphragmen_res;ApprovalMultiProfile;0.0;4;0;8;0;1.5;2
poland_warszawa_2017_przyczolek-grochowski.pb;maxwelfare_cost_res;ApprovalProfile;0.00599980354309082;4;0;176;0;1.6704545454545454;2
poland_warszawa_2017_przyczolek-grochowski.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.0030002593994140625;4;0;8;0;1.5;2
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;greed_cost_res;ApprovalProfile;0.0009999275207519531;2;0;228;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;greed_cost_res;ApprovalMultiProfile;0.0;2;0;2;0;1.0;1
poland_warszawa_2017_przyczolek-grochowski.pb;mes_cost_res;ApprovalProfile;0.003000497817993164;4;0;176;0;1.6704545454545454;2
poland_warszawa_2017_przyczolek-grochowski.pb;mes_cost_res;ApprovalMultiProfile;0.0;4;0;8;0;1.5;2
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;seqphragmen_res;ApprovalProfile;0.0;2;0;228;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;seqphragmen_res;ApprovalMultiProfile;0.0;2;0;2;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;maxwelfare_cost_res;ApprovalProfile;0.00400090217590332;2;0;228;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.0029993057250976562;2;0;2;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;mes_cost_res;ApprovalProfile;0.0019998550415039062;2;0;228;0;1.0;1
poland_warszawa_2017_radiowo-wolka-weglowa-placowka-huta.pb;mes_cost_res;ApprovalMultiProfile;0.0;2;0;2;0;1.0;1
poland_warszawa_2017_praga-polnoc.pb;greed_cost_res;ApprovalProfile;0.16451120376586914;33;30;1978;2000;7.6976744186046515;8
poland_warszawa_2017_praga-polnoc.pb;greed_cost_res;ApprovalMultiProfile;0.1710207462310791;33;30;1475;1000;9.554576271186441;10
poland_warszawa_2017_nowolipki-powazki.pb;mes_cost_res;ApprovalProfile;0.35404396057128906;30;30;2850;3000;3.168421052631579;3
poland_warszawa_2017_nowolipki-powazki.pb;mes_cost_res;ApprovalMultiProfile;0.1265113353729248;30;30;812;1000;6.08743842364532;6
poland_warszawa_2017_radosc.pb;greed_cost_res;ApprovalProfile;0.0039997100830078125;6;10;258;0;3.4728682170542635;3
poland_warszawa_2017_radosc.pb;greed_cost_res;ApprovalMultiProfile;0.0;6;10;33;0;3.1818181818181817;3
poland_warszawa_2017_radosc.pb;seqphragmen_res;ApprovalProfile;0.004000186920166016;6;10;258;0;3.4728682170542635;3
poland_warszawa_2017_radosc.pb;seqphragmen_res;ApprovalMultiProfile;0.0009999275207519531;6;10;30;0;2.933333333333333;3
poland_poznan_2023_green-budget.pb;mes_cost_res;ApprovalProfile;1.7394630908966064;11;10;40092;40000;1.0;1
poland_poznan_2023_green-budget.pb;mes_cost_res;ApprovalMultiProfile;0.0009999275207519531;11;10;11;0;1.0;1
poland_warszawa_2017_radosc.pb;maxwelfare_cost_res;ApprovalProfile;0.00599980354309082;6;10;258;0;3.4728682170542635;3
poland_warszawa_2017_radosc.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.003000497817993164;6;10;30;0;2.9;3
poland_warszawa_2017_radosc.pb;mes_cost_res;ApprovalProfile;0.00800013542175293;6;10;258;0;3.4728682170542635;3
poland_warszawa_2017_radosc.pb;mes_cost_res;ApprovalMultiProfile;0.0010001659393310547;6;10;33;0;3.0303030303030303;3
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;mes_cost_res;ApprovalProfile;0.567086935043335;41;40;2333;2000;7.905700814402057;8
poland_warszawa_2017_kobialka-augustow-brzeziny-grodzisk-lewandow-annopol-zeran.pb;mes_cost_res;ApprovalMultiProfile;0.48855137825012207;41;40;1617;2000;10.096474953617811;10
poland_warszawa_2017_rakowiec.pb;greed_cost_res;ApprovalProfile;0.03650975227355957;18;20;1012;1000;4.534584980237154;5
poland_warszawa_2017_rakowiec.pb;greed_cost_res;ApprovalMultiProfile;0.026999950408935547;18;20;499;0;6.220440881763527;6
poland_warszawa_2017_rakowiec.pb;maxwelfare_cost_res;ApprovalProfile;0.046509742736816406;18;20;1012;1000;4.534584980237154;5
poland_warszawa_2017_rakowiec.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.03399968147277832;18;20;482;0;6.04149377593361;6
poland_warszawa_2017_nowolipki-powazki.pb;seqphragmen_res;ApprovalProfile;0.2855348587036133;30;30;2850;3000;3.168421052631579;3
poland_warszawa_2017_nowolipki-powazki.pb;seqphragmen_res;ApprovalMultiProfile;0.3315303325653076;30;30;804;1000;6.092039800995025;6
poland_warszawa_2017_rakowiec.pb;mes_cost_res;ApprovalProfile;0.07350802421569824;18;20;1012;1000;4.534584980237154;5
poland_warszawa_2017_rakowiec.pb;mes_cost_res;ApprovalMultiProfile;0.04751014709472656;18;20;495;0;6.2;6
poland_warszawa_2017_rakowiec.pb;seqphragmen_res;ApprovalProfile;0.047507524490356445;18;20;1012;1000;4.534584980237154;5
poland_warszawa_2017_rakowiec.pb;seqphragmen_res;ApprovalMultiProfile;0.09650945663452148;18;20;501;1000;6.163672654690619;6
poland_warszawa_2017_bielany.pb;mes_cost_res;ApprovalProfile;1.4523162841796875;44;40;7477;7000;5.146181623645847;5
poland_warszawa_2017_bielany.pb;mes_cost_res;ApprovalMultiProfile;1.0911262035369873;44;40;3798;4000;8.150605581885202;8
poland_warszawa_2017_rejon-a.pb;greed_cost_res;ApprovalProfile;0.12350964546203613;27;30;2064;2000;4.882267441860465;5
poland_warszawa_2017_rejon-a.pb;greed_cost_res;ApprovalMultiProfile;0.09551143646240234;27;30;1003;1000;7.070787637088734;7
poland_warszawa_2017_ochota.pb;mes_cost_res;ApprovalProfile;0.4130423069000244;28;30;3112;3000;5.417095115681234;5
poland_warszawa_2017_ochota.pb;mes_cost_res;ApprovalMultiProfile;0.3145303726196289;28;30;1927;2000;7.0;7
poland_warszawa_2017_praga-polnoc.pb;mes_cost_res;ApprovalProfile;0.32053160667419434;33;30;1978;2000;7.6976744186046515;8
poland_warszawa_2017_praga-polnoc.pb;mes_cost_res;ApprovalMultiProfile;0.34253358840942383;33;30;1495;1000;9.57123745819398;10
poland_warszawa_2017_rejon-a.pb;maxwelfare_cost_res;ApprovalProfile;0.15202116966247559;27;30;2064;2000;4.882267441860465;5
poland_warszawa_2017_rejon-a.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.09085655212402344;27;30;986;1000;7.084178498985802;7
poland_warszawa_2017_brodno.pb;seqphragmen_res;ApprovalProfile;0.7599630355834961;44;40;3507;4000;4.731394354148845;5
poland_warszawa_2017_brodno.pb;seqphragmen_res;ApprovalMultiProfile;1.8668251037597656;44;40;1938;2000;7.099071207430341;7
poland_warszawa_2017_rejon-a.pb;mes_cost_res;ApprovalProfile;0.23636841773986816;27;30;2064;2000;4.882267441860465;5
poland_warszawa_2017_rejon-a.pb;mes_cost_res;ApprovalMultiProfile;0.15801787376403809;27;30;986;1000;7.081135902636917;7
poland_warszawa_2017_rejon-a.pb;seqphragmen_res;ApprovalProfile;0.24287652969360352;27;30;2064;2000;4.882267441860465;5
poland_warszawa_2017_rejon-a.pb;seqphragmen_res;ApprovalMultiProfile;0.44203829765319824;27;30;998;1000;7.061122244488978;7
poland_warszawa_2017_bemowo.pb;seqphragmen_res;ApprovalProfile;0.8044726848602295;33;30;4197;4000;6.183464379318561;6
poland_warszawa_2017_bemowo.pb;seqphragmen_res;ApprovalMultiProfile;2.449380874633789;33;30;2643;3000;8.748391978811956;9
poland_warszawa_2017_ochota.pb;seqphragmen_res;ApprovalProfile;0.3940422534942627;28;30;3112;3000;5.417095115681234;5
poland_warszawa_2017_ochota.pb;seqphragmen_res;ApprovalMultiProfile;0.9519364833831787;28;30;1957;2000;7.0005109862033725;7
poland_warszawa_2017_rejon-c.pb;greed_cost_res;ApprovalProfile;0.31553196907043457;40;40;3371;3000;4.799169385938891;5
poland_warszawa_2017_rejon-c.pb;greed_cost_res;ApprovalMultiProfile;0.22652697563171387;40;40;1599;2000;8.28142589118199;8
poland_warszawa_2017_rejon-e.pb;greed_cost_res;ApprovalProfile;0.02150702476501465;16;20;654;1000;5.466360856269113;5
poland_warszawa_2017_rejon-e.pb;greed_cost_res;ApprovalMultiProfile;0.01399993896484375;16;20;282;0;6.113475177304965;6
poland_warszawa_2017_rejon-c.pb;maxwelfare_cost_res;ApprovalProfile;0.3330388069152832;40;40;3371;3000;4.799169385938891;5
poland_warszawa_2017_rejon-c.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.2290198802947998;40;40;1610;2000;8.260248447204969;8
poland_warszawa_2017_rejon-e.pb;maxwelfare_cost_res;ApprovalProfile;0.029000043869018555;16;20;654;1000;5.466360856269113;5
poland_warszawa_2017_rejon-e.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.021999835968017578;16;20;290;0;6.26551724137931;6
poland_warszawa_2017_rejon-e.pb;mes_cost_res;ApprovalProfile;0.06251168251037598;16;20;654;1000;5.466360856269113;5
poland_warszawa_2017_rejon-e.pb;mes_cost_res;ApprovalMultiProfile;0.029000043869018555;16;20;275;0;6.141818181818182;6
poland_warszawa_2017_rejon-e.pb;seqphragmen_res;ApprovalProfile;0.0370030403137207;16;20;654;1000;5.466360856269113;5
poland_warszawa_2017_rejon-e.pb;seqphragmen_res;ApprovalMultiProfile;0.07050943374633789;16;20;282;0;6.113475177304965;6
poland_warszawa_2017_rejon-b.pb;greed_cost_res;ApprovalProfile;0.4918947219848633;53;50;4377;4000;5.513365318711446;6
poland_warszawa_2017_rejon-b.pb;greed_cost_res;ApprovalMultiProfile;0.4170413017272949;53;50;2295;2000;8.556427015250545;9
poland_warszawa_2017_praga-poludnie.pb;greed_cost_res;ApprovalProfile;0.6849150657653809;43;40;7565;8000;4.297157964309319;4
poland_warszawa_2017_praga-poludnie.pb;greed_cost_res;ApprovalMultiProfile;0.5400614738464355;43;40;4069;4000;6.302285573851069;6
poland_warszawa_2017_rejon-d.pb;greed_cost_res;ApprovalProfile;0.3870396614074707;38;40;4480;4000;5.353348214285714;5
poland_warszawa_2017_rejon-d.pb;greed_cost_res;ApprovalMultiProfile;0.2955312728881836;38;40;2303;2000;8.564481111593574;9
poland_warszawa_2017_rejon-b.pb;maxwelfare_cost_res;ApprovalProfile;0.5098981857299805;53;50;4377;4000;5.513365318711446;6
poland_warszawa_2017_rejon-b.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.429548978805542;53;50;2316;2000;8.556563039723661;9
poland_warszawa_2017_praga-polnoc.pb;seqphragmen_res;ApprovalProfile;0.3740420341491699;33;30;1978;2000;7.6976744186046515;8
poland_warszawa_2017_praga-polnoc.pb;seqphragmen_res;ApprovalMultiProfile;1.288977861404419;33;30;1484;1000;9.556603773584905;10
poland_warszawa_2017_rejon-c.pb;mes_cost_res;ApprovalProfile;0.5345497131347656;40;40;3371;3000;4.799169385938891;5
poland_warszawa_2017_rejon-c.pb;mes_cost_res;ApprovalMultiProfile;0.37604260444641113;40;40;1616;2000;8.256188118811881;8
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;greed_cost_res;ApprovalProfile;0.031000375747680664;14;10;1147;1000;3.27027027027027;3
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;greed_cost_res;ApprovalMultiProfile;0.011002063751220703;14;10;268;0;5.145522388059701;5
poland_warszawa_2017_rejon-d.pb;maxwelfare_cost_res;ApprovalProfile;0.38804197311401367;38;40;4480;4000;5.353348214285714;5
poland_warszawa_2017_rejon-d.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.32453322410583496;38;40;2320;2000;8.57456896551724;9
poland_warszawa_2017_praga-poludnie.pb;maxwelfare_cost_res;ApprovalProfile;0.771916389465332;43;40;7565;8000;4.297157964309319;4
poland_warszawa_2017_praga-poludnie.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.625572681427002;43;40;4079;4000;6.301544496200049;6
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;maxwelfare_cost_res;ApprovalProfile;0.03899979591369629;14;10;1147;1000;3.27027027027027;3
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.01699972152709961;14;10;268;0;5.145522388059701;5
poland_warszawa_2017_sadul.pb;greed_cost_res;ApprovalProfile;0.0009999275207519531;3;0;120;0;1.6666666666666667;2
poland_warszawa_2017_sadul.pb;greed_cost_res;ApprovalMultiProfile;0.0;3;0;6;0;1.5;2
poland_warszawa_2017_sadul.pb;maxwelfare_cost_res;ApprovalProfile;0.0039997100830078125;3;0;120;0;1.6666666666666667;2
poland_warszawa_2017_sadul.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.0030002593994140625;3;0;6;0;1.5;2
poland_warszawa_2017_sadul.pb;seqphragmen_res;ApprovalProfile;0.0;3;0;120;0;1.6666666666666667;2
poland_warszawa_2017_sadul.pb;seqphragmen_res;ApprovalMultiProfile;0.0010020732879638672;3;0;6;0;1.5;2
poland_warszawa_2017_sadul.pb;mes_cost_res;ApprovalProfile;0.0019998550415039062;3;0;120;0;1.6666666666666667;2
poland_warszawa_2017_sadul.pb;mes_cost_res;ApprovalMultiProfile;0.0;3;0;6;0;1.5;2
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;seqphragmen_res;ApprovalProfile;0.04400014877319336;14;10;1147;1000;3.27027027027027;3
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;seqphragmen_res;ApprovalMultiProfile;0.0355072021484375;14;10;287;0;5.355400696864112;5
poland_warszawa_2017_rembertow.pb;greed_cost_res;ApprovalProfile;0.15951132774353027;44;40;1774;2000;5.820744081172491;6
poland_warszawa_2017_rembertow.pb;greed_cost_res;ApprovalMultiProfile;0.14801907539367676;44;40;1006;1000;8.418489065606362;8
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;mes_cost_res;ApprovalProfile;0.06400203704833984;14;10;1147;1000;3.27027027027027;3
poland_warszawa_2017_ruda-marymont-las-bielanski.pb;mes_cost_res;ApprovalMultiProfile;0.022507190704345703;14;10;302;0;5.496688741721854;5
poland_warszawa_2017_rembertow.pb;maxwelfare_cost_res;ApprovalProfile;0.18501853942871094;44;40;1774;2000;5.820744081172491;6
poland_warszawa_2017_rembertow.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.16051125526428223;44;40;1007;1000;8.372393247269116;8
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;greed_cost_res;ApprovalProfile;0.06399989128112793;16;20;1135;1000;3.8933920704845817;4
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;greed_cost_res;ApprovalMultiProfile;0.02151203155517578;16;20;481;0;4.769230769230769;5
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;maxwelfare_cost_res;ApprovalProfile;0.04899907112121582;16;20;1135;1000;3.8933920704845817;4
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.04451179504394531;16;20;492;0;4.784552845528455;5
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;seqphragmen_res;ApprovalProfile;0.05100274085998535;16;20;1135;1000;3.8933920704845817;4
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;seqphragmen_res;ApprovalMultiProfile;0.07550859451293945;16;20;551;1000;5.05989110707804;5
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;mes_cost_res;ApprovalProfile;0.08051180839538574;16;20;1135;1000;3.8933920704845817;4
poland_warszawa_2017_sady-zoliborskie-zatrasie.pb;mes_cost_res;ApprovalMultiProfile;0.03799891471862793;16;20;466;0;4.667381974248927;5
poland_warszawa_2017_rejon-f.pb;greed_cost_res;ApprovalProfile;0.3535311222076416;47;50;3203;3000;5.165469871995005;5
poland_warszawa_2017_rejon-f.pb;greed_cost_res;ApprovalMultiProfile;0.2655293941497803;47;50;1450;1000;8.942758620689656;9
poland_warszawa_2017_saska-kepa.pb;greed_cost_res;ApprovalProfile;0.06799983978271484;23;20;1470;1000;4.835374149659864;5
poland_warszawa_2017_saska-kepa.pb;greed_cost_res;ApprovalMultiProfile;0.072509765625;23;20;917;1000;6.543075245365322;7
poland_warszawa_2017_saska-kepa.pb;maxwelfare_cost_res;ApprovalProfile;0.07750916481018066;23;20;1470;1000;4.835374149659864;5
poland_warszawa_2017_saska-kepa.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.07400250434875488;23;20;929;1000;6.524219590958019;7
poland_warszawa_2017_rejon-f.pb;maxwelfare_cost_res;ApprovalProfile;0.3770411014556885;47;50;3203;3000;5.165469871995005;5
poland_warszawa_2017_rejon-f.pb;maxwelfare_cost_res;ApprovalMultiProfile;0.28553009033203125;47;50;1446;1000;8.980636237897649;9
poland_warszawa_2017_rembertow.pb;mes_cost_res;ApprovalProfile;0.3045313358306885;44;40;1774;2000;5.820744081172491;6
poland_warszawa_2017_rembertow.pb;mes_cost_res;ApprovalMultiProfile;0.23201799392700195;44;40;1002;1000;8.426147704590818;8
poland_warszawa_2017_slodowiec.pb;greed_cost_res;ApprovalProfile;0.01900005340576172;8;10;674;1000;2.7433234421364987;3
poland_warszawa_2017_slodowiec.pb;greed_cost_res;ApprovalMultiProfile;0.0019998550415039062;8;10;70;0;3.0285714285714285;3
poland_warszawa_2017_sawa.pb;greed_cost_res;ApprovalProfile;0.08651018142700195;17;20;2370;2000;4.375105485232067;4
poland_warszawa_2017_sawa.pb;greed_cost_res;ApprovalMultiProfile;0.05500197410583496;17;20;1073;1000;5.876048462255358;6
poland_warszawa_2017_slodowiec.pb;maxwelfare_cost_res;ApprovalProfile;0.016002416610717773;8;10;674;1000;2.7433234421364987;3
